Link,Title,Platform,Level
/course/edx-predictionx-john-snow-and-the-cholera-epidemic-of-1854-7159,PredictionX: John Snow and the Cholera Epidemic of 1854,edx,beginner
/course/edx-creating-modern-china-the-republican-period-to-the-present-2468,Creating Modern China: The Republican Period to the Present,edx,beginner
/course/edx-tangible-things-discovering-history-through-artworks-artifacts-scientific-specimens-and-the-stuff-around-you-1870,"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",edx,beginner
/course/edx-christianity-through-its-scriptures-5858,Christianity Through Its Scriptures,edx,beginner
/course/edx-viruses-how-to-beat-them-cells-immunity-vaccines-9364,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",edx,beginner
/course/edx-literati-china-examinations-neo-confucianism-and-later-imperial-china-1845,"Literati China: Examinations, Neo-Confucianism, and Later Imperial China",edx,beginner
/course/edx-energy-within-environmental-constraints-6021,Energy Within Environmental Constraints,edx,beginner
/course/edx-china-s-first-empires-and-the-rise-of-buddhism-1617,China’s First Empires and the Rise of Buddhism,edx,beginner
/course/edx-masterpieces-of-world-literature-6844,Masterpieces of World Literature,edx,beginner
/course/edx-buddhism-through-its-scriptures-5857,Buddhism Through Its Scriptures,edx,beginner
/course/edx-cs50-s-computer-science-for-lawyers-16857,CS50's Computer Science for Lawyers,edx,beginner
/course/edx-shakespeare-s-hamlet-the-ghost-7016,Shakespeare's Hamlet: The Ghost,edx,beginner
/course/edx-18th-century-opera-handel-mozart-12061,18th-Century Opera: Handel & Mozart,edx,beginner
/course/edx-pyramids-of-giza-ancient-egyptian-art-and-archaeology-10385,Pyramids of Giza: Ancient Egyptian Art and Archaeology,edx,beginner
/course/edx-fat-chance-probability-from-the-ground-up-10159,Fat Chance: Probability from the Ground Up,edx,beginner
/course/edx-child-protection-children-s-rights-in-theory-and-practice-12686,Child Protection: Children's Rights in Theory and Practice,edx,beginner
/course/edx-invasions-rebellions-and-the-fall-of-imperial-china-2467,"Invasions, Rebellions, and the Fall of Imperial China",edx,beginner
/course/edx-china-and-communism-2469,China and Communism,edx,beginner
/course/edx-super-earths-and-life-1874,Super-Earths and Life,edx,beginner
/course/edx-fintech-ethics-and-risks-11392,FinTech Ethics and Risks,edx,beginner
/course/edx-creating-innovative-business-models-19175,Creating Innovative Business Models,edx,beginner
/course/edx-first-nights-beethoven-s-9th-symphony-and-the-19th-century-orchestra-5383,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,edx,beginner
/course/edx-first-nights-handel-s-messiah-and-baroque-oratorio-4548,First Nights - Handel's Messiah and Baroque Oratorio,edx,beginner
/course/edx-contemporary-china-the-people-s-republic-taiwan-and-hong-kong-2470,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",edx,beginner
/course/edx-cosmopolitan-tang-aristocratic-culture-in-china-1773,Cosmopolitan Tang: Aristocratic Culture in China,edx,beginner
/course/edx-global-china-from-the-mongols-to-the-ming-1988,Global China: From the Mongols to the Ming,edx,beginner
/course/edx-statistical-thinking-for-data-science-and-analytics-4913,Statistical Thinking for Data Science and Analytics,edx,beginner
/course/edx-let-s-get-personal-working-with-personality-type-19745,Let’s Get Personal: Working with Personality Type,edx,beginner
/course/edx-principles-of-economics-2122,Principles of Economics,edx,beginner
/course/edx-causal-diagrams-draw-your-assumptions-before-your-conclusions-9097,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,edx,beginner
/course/edx-first-nights-monteverdi-s-l-orfeo-and-the-birth-of-opera-6365,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,edx,beginner
/course/edx-data-science-visualization-10347,Data Science: Visualization,edx,beginner
/course/edx-rhetoric-the-art-of-persuasive-writing-and-public-speaking-16993,Rhetoric: The Art of Persuasive Writing and Public Speaking,edx,beginner
/course/edx-data-science-machine-learning-10353,Data Science: Machine Learning,edx,beginner
/course/edx-hinduism-through-its-scriptures-5819,Hinduism Through Its Scriptures,edx,beginner
/course/edx-backyard-meteorology-the-science-of-weather-12108,Backyard Meteorology: The Science of Weather,edx,beginner
/course/edx-data-science-linear-regression-10352,Data Science: Linear Regression,edx,beginner
/course/edx-introduction-to-aerospace-engineering-astronautics-and-human-spaceflight-3042,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,edx,beginner
/course/edx-academic-and-business-writing-1561,Academic and Business Writing,edx,beginner
/course/edx-focused-bedside-tte-and-ultrasound-6939,Focused Bedside TTE and Ultrasound,edx,beginner
/course/cs50s-introduction-to-programming-with-python-58275,CS50's Introduction to Programming with Python,edx,beginner
/course/edx-prescription-drug-regulation-cost-and-access-current-controversies-in-context-13246,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",edx,beginner
/course/edx-shakespeare-s-othello-the-moor-11951,Shakespeare’s Othello: The Moor,edx,beginner
/course/creating-public-value-56463,Leadership: Creating Public Value,edx,beginner
/course/edx-islam-through-its-scriptures-5818,Islam Through Its Scriptures,edx,beginner
/course/edx-first-nights-berlioz-s-symphonie-fantastique-and-program-music-in-the-19th-century-6612,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,edx,beginner
/course/edx-juryx-deliberations-for-social-change-3188,JuryX: Deliberations for Social Change,edx,beginner
/course/cs50s-introduction-to-programming-with-scratch-39309,CS50's Introduction to Programming with Scratch,edx,beginner
/course/edx-first-nights-stravinsky-s-rite-of-spring-modernism-ballet-and-riots-7319,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",edx,beginner
/course/edx-united-states-health-policy-1616,United States Health Policy,edx,beginner
/course/edx-american-government-constitutional-foundations-11664,American Government: Constitutional Foundations,edx,beginner
/course/edx-data-science-wrangling-10351,Data Science: Wrangling,edx,beginner
/course/edx-cell-biology-mitochondria-6022,Cell Biology: Mitochondria,edx,beginner
/course/edx-bioethics-the-law-medicine-and-ethics-of-reproductive-technologies-and-genetics-6649,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",edx,beginner
/course/edx-u-s-public-policy-social-economic-and-foreign-policies-11696,"U.S. Public Policy: Social, Economic, and Foreign Policies",edx,beginner
/course/edx-the-climate-energy-challenge-9626,The Climate-Energy Challenge,edx,beginner
/course/edx-the-einstein-revolution-2910,The Einstein Revolution,edx,beginner
/course/edx-data-science-probability-10348,Data Science: Probability,edx,beginner
/course/edx-predictionx-omens-oracles-prophecies-8717,"PredictionX: Omens, Oracles & Prophecies",edx,beginner
/course/edx-the-ancient-greek-hero-609,The Ancient Greek Hero,edx,beginner
/course/edx-arab-islamic-history-from-tribes-to-empires-9365,Arab-Islamic History: From Tribes to Empires,edx,beginner
/course/edx-health-and-society-923,Health and Society,edx,beginner
/course/edx-quantum-mechanics-for-scientists-and-engineers-2-1185,Quantum Mechanics for Scientists and Engineers 2,edx,beginner
/course/edx-saving-schools-reforming-the-u-s-education-system-8616,Saving Schools: Reforming the U.S. Education System,edx,beginner
/course/edx-readings-in-global-health-2017-5178,Readings in Global Health (2017),edx,beginner
/course/edx-poetry-in-america-the-civil-war-and-its-aftermath-3355,Poetry in America: The Civil War and Its Aftermath,edx,beginner
/course/edx-poetry-in-america-modernism-5346,Poetry in America: Modernism,edx,beginner
/course/edx-predictionx-lost-without-longitude-11693,PredictionX: Lost Without Longitude,edx,beginner
/course/edx-cs50-s-ap-computer-science-principles-7017,CS50's AP® Computer Science Principles,edx,beginner
/course/edx-introduction-to-american-civics-presented-by-zero-l-20365,Introduction to American Civics: Presented by Zero-L,edx,beginner
/course/edx-ancient-masterpieces-of-world-literature-9423,Ancient Masterpieces of World Literature,edx,beginner
/course/edx-science-cooking-from-haute-cuisine-to-soft-matter-science-physics-8383,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),edx,beginner
/course/edx-shakespeare-s-the-merchant-of-venice-shylock-8536,Shakespeare's The Merchant of Venice: Shylock,edx,beginner
/course/edx-shakespeare-s-life-and-work-15184,Shakespeare's Life and Work,edx,beginner
/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",edx,beginner
/course/edx-u-s-political-institutions-congress-presidency-courts-and-bureaucracy-11694,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",edx,beginner
/course/edx-exercising-leadership-foundational-principles-20796,Exercising Leadership: Foundational Principles,edx,beginner
/course/edx-introduction-to-digital-humanities-13557,Introduction to Digital Humanities,edx,beginner
/course/edx-lessons-from-ebola-preventing-the-next-pandemic-4879,Lessons from Ebola: Preventing the Next Pandemic,edx,beginner
/course/edx-judaism-through-its-scriptures-5820,Judaism Through Its Scriptures,edx,beginner
/course/edx-technology-entrepreneurship-lab-to-market-13334,Technology Entrepreneurship: Lab to Market,edx,beginner
/course/edx-data-science-productivity-tools-10350,Data Science: Productivity Tools,edx,beginner
/course/edx-the-opioid-crisis-in-america-7830,The Opioid Crisis in America,edx,beginner
/course/edx-citiesx-the-past-present-and-future-of-urban-life-9738,"CitiesX: The Past, Present and Future of Urban Life",edx,beginner
/course/edx-japanese-books-from-manuscript-to-print-19157,Japanese Books: From Manuscript to Print,edx,beginner
/course/edx-the-path-to-happiness-what-chinese-philosophy-teaches-us-about-the-good-life-20046,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,edx,beginner
/course/edx-data-science-inference-and-modeling-10349,Data Science: Inference and Modeling,edx,beginner
/course/edx-introduction-to-philosophy-god-knowledge-and-consciousness-926,"Introduction to Philosophy: God, Knowledge and Consciousness",edx,beginner
/course/edx-a-global-history-of-architecture-928,A Global History of Architecture,edx,beginner
/course/edx-visualizing-japan-1850s-1930s-westernization-protest-modernity-2159,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",edx,beginner
/course/edx-diseno-de-estrategias-exitosas-y-acciones-incontenibles-4934,Diseño de Estrategias Exitosas y Acciones Incontenibles,edx,beginner
/course/edx-machine-learning-for-data-science-and-analytics-4912,Machine Learning for Data Science and Analytics,edx,beginner
/course/edx-web-security-fundamentals-8726,Web Security Fundamentals,edx,beginner
/course/edx-data-science-capstone-10354,Data Science: Capstone,edx,beginner
/course/edx-strengthening-community-health-worker-programs-13318,Strengthening Community Health Worker Programs,edx,beginner
/course/edx-modern-masterpieces-of-world-literature-9424,Modern Masterpieces of World Literature,edx,beginner
