Link,Title,Platform,Duration
/course/visualizing-filters-cnn-tensorflow-23148,Visualizing Filters of a CNN using TensorFlow,coursera,1-5
/course/git-1-22052,Manage Your Versions with Git (Part I),coursera,1-5
/course/geospatial-bigdata-visualization-keplergl-25474,Geospatial Big Data Visualization with Kepler GL,coursera,1-5
/course/build-linear-layout-app-android-studio-19523,Build a Linear Layout App in Android Studio,coursera,1-5
/course/machine-learning-model-yellowbrick-18954,Evaluate Machine Learning Models with Yellowbrick,coursera,1-5
/course/spark-machine-learning-pipeline-python-21524,Building Machine Learning Pipelines in PySpark MLlib,coursera,1-5
/course/build-a-film-club-web-app-with-google-appengine-20740,Build a film club web app on Google AppEngine,coursera,1-5
/course/predictive-analytics-business-h2o-r-20752, Predictive Analytics for Business with H2O in R,coursera,1-5
/course/java-decison-programming-21596,Java Decision Programming ,coursera,1-5
/course/getting-started-with-adobe-spark-22851,Getting Started with Adobe Spark,coursera,1-5
/course/build-a-business-architecture-using-aws-organizat-25452,Build a Business Architecture using AWS Organization,coursera,1-5
/course/analyzing-video-opencv-numpy-20996,Analyzing Video with OpenCV and NumPy,coursera,1-5
/course/terraform-devops-aws-cloud-iac-ec2-22051,Terraform Basics: Automate Provisioning of AWS EC2 Instances,coursera,1-5
/course/ubersuggest-22854,Optimizing Your Website's Keywords & Pages using Ubersuggest,coursera,1-5
/course/javascript-variables-assignment-operators-21595,JavaScript Variables and Assignment Operators,coursera,1-5
/course/spring-boot-inversion-of-control-and-dependency-i-22422,Spring Boot Inversion of Control and Dependency Injection,coursera,1-5
/course/create-a-no-code-responsive-website-with-webflow-48065,Create a no-code responsive website with Webflow,coursera,1-5
/course/getting-started-with-profitbooks-22001,Getting Started with ProfitBooks ,coursera,1-5
/course/feature-analysis-yellowbrick-18949,Perform Feature Analysis with Yellowbrick,coursera,1-5
/course/create-docker-container-seaborn-regression-plot-a-20940,Create Docker Container with Flask Seaborn Regression Plot App,coursera,1-5
/course/getting-started-cascading-style-sheet-20979,Getting Started with Cascading Style Sheet,coursera,1-5
/course/abm-netlogo-20399,Introduction to Agent-based Modeling with NetLogo,coursera,1-5
/course/learn-fundamentals-of-computer-programming-with-c-22454,Learn Fundamentals Of Computer Programming With C Language,coursera,1-5
/course/teaching-epic-21300,Setting Up a Digital Library with EPIC,coursera,1-5
/course/android-app-kotlin-25469,Create an Android App with Kotlin,coursera,1-5
/course/create-aws-ec2-autoscaling-group-load-balancer-21537,Creating an AWS EC2 Autoscaling Group using Load Balancer,coursera,1-5
/course/education-feedback-google-forms-21232,Implementing Parent Feedback with Google Forms,coursera,1-5
/course/build-relative-layout-app-android-studio-19626,Build a Relative Layout App in Android Studio,coursera,1-5
/course/auto-scaling-aws-ec2-vm-25443,Launch an auto-scaling AWS EC2 virtual machine,coursera,1-5
/course/organize-yourself-as-a-remote-worker-or-self-empl-23149,Organize yourself as a remote worker or self-employed,coursera,1-5
/course/how-layers-work-adobe-photoshop-56022,How Layers Work in Adobe Photoshop,coursera,1-5
/course/create-basic-behavior-csharp-unity-20060,Create basic behavior with C# in Unity,coursera,1-5
/course/mycelium-23180,Mycelium Growth with NetLogo Web,coursera,1-5
/course/medical-diagnosis-support-vector-machines-20810,Medical Diagnosis using Support Vector Machines,coursera,1-5
/course/java-database-connectivity-25468,Introduction To Java Database Connectivity - JDBC,coursera,1-5
/course/rstudio-six-sigma-basic-statistics-22039,RStudio for Six Sigma - Basic Descriptive Statistics,coursera,1-5
/course/rudi-hinds-typescript-learn-fundamentals-22509,Typescript - Learn the fundamentals,coursera,1-5
/course/fifa20-data-exploration-using-python-21516,FIFA20 Data Exploration using Python,coursera,1-5
/course/interactive-kpi-tableau-dashboard-37642,Creating an Interactive KPI Management Dashboard in Tableau,coursera,1-5
/course/teaching-with-peer-review-using-eduflow-22127,Teaching with Peer Review Using Eduflow,coursera,1-5
/course/googlecloud-introduction-to-sql-for-bigquery-and--74689,Introduction to SQL for BigQuery and Cloud SQL,coursera,1-5
/course/route-analysis-miro-22021,Change Leadership: Strategic Route Analysis with Miro,coursera,1-5
/course/classroom-flipgrid-21229,Building Classroom Community Using Flipgrid,coursera,1-5
/course/agile-stories-mapping-taiga-21302,Agile Projects: Creating User Stories with Value in Taiga,coursera,1-5
/course/building-a-hiring-plan-with-people-analysis-21233,Building a Hiring Plan by Analyzing Past Data in Sheets,coursera,1-5
